Time (s),Photometer (mg/L)
1278.017,1.146863341
1279.016,1.139311075
1280.015,1.166713357
1281.016,1.161207438
1282.014,1.135107279
1283.015,1.15108335
1284.016,1.149688602
1285.014,1.135464191
1286.015,1.131793618
1287.014,1.123512983
1288.014,1.092350125
1289.015,1.113843083
1290.016,1.105774403
1291.014,1.113012552
1292.015,1.1045084
1293.016,1.101518154
1294.014,1.09519136
1295.015,1.092955828
1296.016,1.075287581
1297.016,1.077832222
1298.017,1.078341007
1299.014,1.055455327
1300.014,1.0578233
1301.017,1.055092335
1302.016,1.06921804
1303.016,1.040293694
1304.015,1.047626615
1305.016,1.040355206
1306.014,1.0562886
1307.015,1.034652948
1308.014,1.035685778
1309.014,1.027405858
1310.015,1.031359553
1311.014,1.027716279
1312.018,1.029232264
1313.015,1.033067703
1314.016,1.042552471
1315.016,1.025437713
1316.015,1.029274344
1317.014,1.024088144
1318.015,1.034965396
1319.015,1.02100718
1320.014,1.036459684
1321.015,1.031163454
1322.015,1.027348638
1323.016,1.007881045
1324.015,1.008609772
1325.015,1.026976824
1326.016,1.01502943
1327.015,1.018687725
1328.015,1.004415155
1329.016,1.003015518
1330.015,0.999147475
1331.015,1.011406779
1332.016,0.982988954
1333.015,0.986380398
1334.015,0.996161401
1335.016,0.993563831
1336.015,0.982900262
1337.015,0.982511401
1338.016,0.982641459
1339.015,0.98290658
1340.015,0.984151602
1341.016,0.986665309
1342.015,0.975159764
1343.015,0.973588646
1344.016,0.975200653
1345.015,0.95119077
1346.015,0.949004948
1347.016,0.967705667
1348.015,0.979468584
1349.015,0.968388975
1350.016,0.935142696
1351.015,0.94495976
1352.015,0.942754507
1353.016,0.929530084
1354.015,0.930229485
1355.015,0.944756687
1356.016,0.943897843
1357.015,0.932280421
1358.014,0.946599186
1359.014,0.918117821
1360.015,0.910670161
1361.016,0.924928784
1362.016,0.925842822
1363.015,0.912500024
1364.016,0.914354742
1365.016,0.917186856
1366.015,0.927734017
1367.014,0.913420498
1368.016,0.916361272
1369.015,0.887058377
1370.014,0.891076863
1371.016,0.893344045
1372.015,0.895790875
1373.014,0.891537249
1374.014,0.884850025
1375.015,0.884411097
1376.014,0.884822786
1377.014,0.890161932
1378.015,0.882030129
1379.016,0.872786522
1380.014,0.870228171
1381.015,0.858197212
1382.014,0.880531013
1383.016,0.868591249
1384.015,0.877060413
1385.016,0.87474525
1386.016,0.876793921
1387.015,0.870781362
1388.016,0.854315341
1389.014,0.877843022
1390.015,0.873291612
1391.014,0.875615478
1392.014,0.874167442
1393.015,0.865804792
1394.014,0.86624682
1395.014,0.862775624
1396.015,0.858943343
1397.014,0.860827327
1398.013,0.865253687
1399.015,0.872318983
1400.014,0.850829721
1401.013,0.833563685
1402.015,0.832697749
1403.016,0.833296657
1404.013,0.825874865
1405.015,0.817431748
1406.016,0.820158243
1407.015,0.816932321
1408.015,0.816888511
1409.014,0.80594933
1410.015,0.805686891
1411.015,0.807923555
1412.014,0.796206534
1413.015,0.792642832
1414.015,0.803849697
1415.014,0.805753529
1416.015,0.808814526
1417.015,0.792030335
1418.014,0.797399998
1419.015,0.79603833
1420.015,0.798840702
1421.016,0.796667457
1422.017,0.783483625
1423.015,0.795303941
1424.014,0.8029989
1425.015,0.800279617
1426.015,0.805560589
1427.014,0.786413133
1428.017,0.79061532
1429.015,0.78832984
1430.016,0.809774756
1431.015,0.800036609
1432.017,0.788758457
1433.014,0.789791286
1434.015,0.7868976
1435.014,0.786797702
1436.014,0.766950786
1437.015,0.758034289
1438.014,0.773750186
1439.014,0.769430995
1440.015,0.76661402
1441.014,0.768083572
1442.014,0.74801451
1443.015,0.756050348
1444.014,0.756060898
1445.016,0.752808213
1446.015,0.753474474
1447.014,0.756759524
1448.014,0.74306041
1449.015,0.75836581
1450.016,0.752429009
1451.014,0.750183106
1452.015,0.746737778
1453.016,0.745648623
1454.014,0.740480721
1455.015,0.73793596
1456.016,0.753152072
1457.016,0.761313915
1458.015,0.747976005
1459.014,0.738951087
1460.016,0.731194079
1461.015,0.725819767
1462.016,0.735456884
1463.016,0.741466999
1464.015,0.736630499
1465.014,0.746159732
1466.014,0.747238398
1467.015,0.743487775
1468.014,0.734319091
1469.014,0.732284904
1470.015,0.726409674
1471.014,0.73389703
1472.013,0.728827238
1473.015,0.721054852
1474.016,0.706217766
1475.015,0.699353695
1476.015,0.701181233
1477.014,0.694031179
1478.013,0.694003344
1479.015,0.702250898
1480.014,0.701364338
1481.015,0.699118614
1482.015,0.702841044
1483.016,0.702362239
1484.013,0.690588832
1485.015,0.679506481
1486.016,0.681026876
1487.013,0.682284474
1488.015,0.688444495
1489.014,0.686457694
1490.015,0.682082892
1491.015,0.67573297
1492.014,0.681680203
1493.013,0.671530902
1494.015,0.668124259
1495.016,0.67304939
1496.015,0.66165328
1497.015,0.675282359
1498.014,0.677597165
1499.015,0.667124391
1500.015,0.661350787
1501.016,0.663903892
1502.015,0.657921672
1503.015,0.657149673
1504.016,0.649427354
1505.015,0.654201925
1506.015,0.648908973
1507.014,0.652050316
1508.015,0.653319597
1509.014,0.653532863
1510.016,0.646952689
1511.015,0.653027415
1512.014,0.648141444
1513.014,0.651744545
1514.015,0.645423293
1515.014,0.642066479
1516.014,0.641234458
1517.015,0.638301492
1518.014,0.649593592
1519.016,0.649092436
1520.015,0.651227176
1521.014,0.649861634
1522.016,0.651756942
1523.015,0.644412339
1524.014,0.643240511
1525.016,0.633686602
1526.017,0.629767001
1527.014,0.626523972
1528.016,0.628487945
1529.015,0.633102119
1530.014,0.639886677
1531.016,0.633954883
1532.015,0.624114454
1533.014,0.622514546
1534.014,0.628404021
1535.015,0.63014704
1536.014,0.631260514
1537.016,0.620518565
1538.015,0.608748078
1539.014,0.617056012
1540.016,0.617540002
1541.015,0.614215493
1542.014,0.60544014
1543.015,0.611062706
1544.015,0.600465715
1545.016,0.60541743
1546.013,0.602326334
1547.015,0.602513492
1548.014,0.601813853
1549.013,0.599023461
1550.015,0.596601367
1551.016,0.598240197
1552.015,0.590121687
1553.015,0.590384483
1554.014,0.584732711
1555.013,0.582578003
1556.015,0.579859674
1557.016,0.580495
1558.013,0.584566653
1559.015,0.581383348
1560.014,0.576268315
1561.013,0.570085049
1562.015,0.568639338
1563.016,0.572878122
1564.015,0.572334707
1565.015,0.575480938
1566.014,0.577760696
1567.013,0.580407202
1568.015,0.570992827
1569.016,0.569278896
1570.015,0.576326668
1571.015,0.567909837
1572.014,0.564640999
1573.015,0.571069777
1574.015,0.57601428
1575.014,0.57711488
1576.015,0.579048514
1577.015,0.573973119
1578.014,0.5680601
1579.013,0.56867069
1580.014,0.562221706
1581.014,0.562838912
1582.013,0.559634805
1583.014,0.566284597
1584.016,0.563953102
1585.015,0.558703423
1586.014,0.556941092
1587.014,0.554809153
1588.015,0.558212042
1589.014,0.5610044
1590.014,0.552283704
1591.015,0.543675065
1592.014,0.54666388
1593.014,0.550360262
1594.015,0.545899689
1595.014,0.541446388
1596.014,0.526989639
1597.015,0.53154552
1598.014,0.531617761
1599.016,0.527595043
1600.015,0.533476174
1601.014,0.535655558
1602.016,0.53575033
1603.015,0.527936995
1604.014,0.531179369
1605.014,0.527508676
1606.015,0.524951398
1607.014,0.524794102
1608.016,0.525855899
1609.015,0.522126615
1610.016,0.523870051
1611.016,0.519496739
1612.015,0.523068249
1613.014,0.529678881
1614.015,0.535644531
1615.015,0.532301605
1616.014,0.529542804
1617.015,0.528448165
1618.015,0.534310162
1619.014,0.533344686
1620.013,0.528095543
1621.015,0.526817679
1622.014,0.521087825
1623.015,0.517320275
1624.015,0.514841974
1625.014,0.510728359
1626.013,0.513095856
1627.015,0.515477538
1628.014,0.515921712
1629.015,0.51564014
1630.015,0.505199492
1631.014,0.509682417
1632.015,0.510493398
1633.015,0.507143617
1634.014,0.508877337
1635.015,0.506539404
1636.015,0.501901865
1637.014,0.500944316
1638.013,0.506778956
1639.015,0.504418075
1640.016,0.496774435
1641.015,0.496367067
1642.015,0.499712616
1643.016,0.498945147
1644.015,0.495210707
1645.015,0.494680882
1646.016,0.491750091
1647.013,0.490574002
1648.015,0.492590666
1649.014,0.490093172
1650.013,0.487561554
1651.014,0.481526852
1652.016,0.484686405
1653.013,0.485022157
1654.014,0.485723525
1655.016,0.480955631
1656.013,0.480298996
1657.014,0.481722504
1658.016,0.481881678
1659.015,0.478231847
1660.014,0.480297029
1661.014,0.476171881
1662.013,0.4749147
1663.014,0.477013916
1664.014,0.481646448
1665.013,0.480641633
1666.014,0.480722785
1667.014,0.481217533
1668.015,0.479092896
1669.014,0.477414757
1670.014,0.477008015
1671.014,0.474569976
1672.015,0.475242585
1673.015,0.472220808
1674.014,0.473201066
1675.013,0.471764624
1676.015,0.466142058
